name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,initval,was_home_False,was_home_True,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home
Granit Xhaka,2,0,33,1,7,0,0,1,2.4285714285714284,55.0,0,1,0,55.0,3.0,-0.4285714285714284,1,1,1,1,True
Matheus Pereira,10,0,33,18,2,0,0,1,4.714285714285714,60.0,1,0,0,60.0,3.0,5.285714285714286,1,1,1,1,False
Pablo Fornals,2,0,33,19,5,0,0,1,4.0,65.0,0,1,0,65.0,3.0,-2.0,0,2,2,2,True
Andrew Robertson,3,1,33,11,14,0,0,0,5.714285714285714,70.0,0,1,1,70.0,3.0,-2.7142857142857144,2,1,1,1,True
Héctor Bellerín,0,1,33,1,7,0,0,0,3.142857142857143,50.0,0,1,1,50.0,3.0,-3.142857142857143,1,1,1,1,True
Liam Cooper,0,1,33,9,13,0,0,0,0.8571428571428571,45.0,0,1,1,45.0,2.0,-0.8571428571428571,0,3,3,3,True
Alex Iwobi,0,0,33,7,1,0,0,1,1.4285714285714286,60.0,1,0,0,60.0,2.0,-1.4285714285714286,0,1,1,1,False
Tomas Soucek,2,0,33,19,5,0,0,1,3.5714285714285716,50.0,0,1,0,50.0,3.0,-1.5714285714285716,0,2,2,2,True
Mateo Kovacic,0,0,33,5,19,0,0,1,0.5714285714285714,55.0,1,0,0,55.0,1.0,-0.5714285714285714,1,2,2,2,False
Jack Harrison,3,0,33,9,13,0,0,1,3.142857142857143,55.0,0,1,0,55.0,3.0,-0.1428571428571428,0,3,3,3,True
James Justin,0,1,33,10,6,0,0,0,5.285714285714286,45.0,0,1,1,45.0,3.0,-5.285714285714286,3,1,1,1,True
Kasper Schmeichel,2,0,33,10,6,0,1,0,4.428571428571429,55.0,0,1,3,55.0,3.0,-2.428571428571429,3,1,1,1,True
Sadio Mané,2,0,33,11,14,0,0,1,5.714285714285714,120.0,0,1,0,120.0,3.0,-3.7142857142857144,2,1,1,1,True
Sam Johnstone,6,0,33,18,2,0,1,0,4.428571428571429,45.0,1,0,3,45.0,3.0,1.5714285714285712,1,1,1,1,False
Ayoze Pérez,1,0,33,10,6,0,0,1,1.7142857142857142,65.0,0,1,0,65.0,2.0,-0.7142857142857142,3,1,1,1,True
Jonny Evans,5,1,33,10,6,0,0,0,4.142857142857143,55.0,0,1,1,55.0,3.0,0.8571428571428568,3,1,1,1,True
Patrick Bamford,1,0,33,9,13,1,0,0,4.0,55.0,0,1,2,55.0,3.0,-3.0,0,3,3,3,True
James Rodríguez,3,0,33,7,1,0,0,1,0.8571428571428571,75.0,1,0,0,75.0,2.0,2.142857142857143,0,1,1,1,False
Timothy Castagne,9,1,33,10,6,0,0,0,3.5714285714285716,55.0,0,1,1,55.0,3.0,5.428571428571429,3,1,1,1,True
Luke Ayling,5,1,33,9,13,0,0,0,1.4285714285714286,45.0,0,1,1,45.0,2.0,3.571428571428571,0,3,3,3,True
Marc Albrighton,1,0,33,10,6,0,0,1,1.5714285714285714,55.0,0,1,0,55.0,2.0,-0.5714285714285714,3,1,1,1,True
Kyle Bartley,1,1,33,18,2,0,0,0,2.2857142857142856,45.0,1,0,1,45.0,3.0,-1.2857142857142856,1,1,1,1,False
Christian Benteke,2,0,33,6,9,1,0,0,3.2857142857142856,55.0,1,0,2,55.0,3.0,-1.2857142857142856,2,2,2,2,False
Ben Davies,0,1,33,11,14,0,0,0,0.2857142857142857,50.0,0,1,1,50.0,1.0,-0.2857142857142857,2,1,1,1,True
Nicolas Pépé,3,0,33,1,7,0,0,1,5.142857142857143,80.0,0,1,0,80.0,3.0,-2.1428571428571432,1,1,1,1,True
Angelo Ogbonna,2,1,33,19,5,0,0,0,3.7142857142857144,50.0,0,1,1,50.0,3.0,-1.7142857142857144,0,2,2,2,True
Kai Havertz,0,0,33,5,19,0,0,1,0.8571428571428571,85.0,1,0,0,85.0,2.0,-0.8571428571428571,1,2,2,2,False
Ezgjan Alioski,5,1,33,9,13,0,0,0,1.5714285714285714,45.0,0,1,1,45.0,2.0,3.428571428571429,0,3,3,3,True
John Fleck,3,0,33,15,3,0,0,1,1.8571428571428572,60.0,0,1,0,60.0,2.0,1.1428571428571428,1,1,1,1,True
Illan Meslier,7,0,33,9,13,0,1,0,3.0,45.0,0,1,3,45.0,3.0,4.0,0,3,3,3,True
Hélder Wander Sousa de Azevedo e Costa,3,0,33,9,13,0,0,1,1.5714285714285714,55.0,0,1,0,55.0,2.0,1.4285714285714286,0,3,3,3,True
Rodrigo Moreno,0,0,33,9,13,1,0,0,2.0,60.0,0,1,2,60.0,2.0,-2.0,0,3,3,3,True
Youri Tielemans,2,0,33,10,6,0,0,1,3.0,65.0,0,1,0,65.0,3.0,-1.0,3,1,1,1,True
Callum Wilson,1,0,33,14,11,1,0,0,5.142857142857143,65.0,1,0,2,65.0,3.0,-4.142857142857143,0,2,2,2,False
Lucas Digne,6,1,33,7,1,0,0,0,3.7142857142857144,60.0,1,0,1,60.0,3.0,2.2857142857142856,0,1,1,1,False
James Maddison,2,0,33,10,6,0,0,1,3.4285714285714284,70.0,0,1,0,70.0,3.0,-1.4285714285714284,3,1,1,1,True
Antonio Rüdiger,8,1,33,5,19,0,0,0,3.0,50.0,1,0,1,50.0,3.0,5.0,1,2,2,2,False
Kurt Zouma,0,1,33,5,19,0,0,0,1.4285714285714286,50.0,1,0,1,50.0,2.0,-1.4285714285714286,1,2,2,2,False
Jordan Pickford,9,0,33,7,1,0,1,0,4.0,50.0,1,0,3,50.0,3.0,5.0,0,1,1,1,False
Andreas Christensen,5,1,33,5,19,0,0,0,1.0,50.0,1,0,1,50.0,2.0,4.0,1,2,2,2,False
Chris Basham,0,1,33,15,3,0,0,0,1.5714285714285714,50.0,0,1,1,50.0,2.0,-1.5714285714285714,1,1,1,1,True
Michael Keane,0,1,33,7,1,0,0,0,2.5714285714285716,50.0,1,0,1,50.0,3.0,-2.5714285714285716,0,1,1,1,False
Matt Phillips,1,0,33,18,2,0,0,1,2.857142857142857,55.0,1,0,0,55.0,3.0,-1.8571428571428572,1,1,1,1,False
Michail Antonio,0,0,33,19,5,1,0,0,3.5714285714285716,65.0,0,1,2,65.0,3.0,-3.5714285714285716,0,2,2,2,True
Jamie Vardy,2,0,33,10,6,1,0,0,6.428571428571429,100.0,0,1,2,100.0,3.0,-4.428571428571429,3,1,1,1,True
Willian Borges Da Silva,1,0,33,1,7,0,0,1,0.7142857142857143,80.0,0,1,0,80.0,1.0,0.2857142857142857,1,1,1,1,True
Gary Cahill,0,1,33,6,9,0,0,0,0.2857142857142857,45.0,1,0,1,45.0,1.0,-0.2857142857142857,2,2,2,2,False
Jarrod Bowen,2,0,33,19,5,0,0,1,4.714285714285714,65.0,0,1,0,65.0,3.0,-2.7142857142857144,0,2,2,2,True
Stuart Dallas,6,1,33,9,13,0,0,0,3.7142857142857144,45.0,0,1,1,45.0,3.0,2.2857142857142856,0,3,3,3,True
George Baldock,5,1,33,15,3,0,0,0,2.142857142857143,55.0,0,1,1,55.0,2.0,2.857142857142857,1,1,1,1,True
Dominic Calvert-Lewin,2,0,33,7,1,1,0,0,3.0,70.0,1,0,2,70.0,3.0,-1.0,0,1,1,1,False
Thiago Thiago,7,1,33,5,19,0,0,0,3.7142857142857144,55.0,1,0,1,55.0,3.0,3.2857142857142856,1,2,2,2,False
Richarlison de Andrade,5,0,33,7,1,1,0,0,3.0,80.0,1,0,2,80.0,3.0,2.0,0,1,1,1,False
Diogo Jota,1,0,33,11,14,0,0,1,2.857142857142857,65.0,0,1,0,65.0,3.0,-1.8571428571428572,2,1,1,1,True
Jordan Henderson,0,0,33,11,14,0,0,1,2.0,55.0,0,1,0,55.0,2.0,-2.0,2,1,1,1,True
Jordan Ayew,2,0,33,6,9,1,0,0,1.1428571428571428,60.0,1,0,2,60.0,2.0,0.8571428571428572,2,2,2,2,False
Mason Holgate,5,1,33,7,1,0,0,0,2.857142857142857,50.0,1,0,1,50.0,3.0,2.142857142857143,0,1,1,1,False
Callum Robinson,2,0,33,18,2,1,0,0,2.142857142857143,55.0,1,0,2,55.0,2.0,-0.1428571428571428,1,1,1,1,False
Andros Townsend,1,0,33,6,9,0,0,1,2.4285714285714284,60.0,1,0,0,60.0,3.0,-1.4285714285714284,2,2,2,2,False
N'Golo Kanté,2,0,33,5,19,0,0,1,1.2857142857142858,50.0,1,0,0,50.0,2.0,0.7142857142857142,1,2,2,2,False
Bukayo Saka,2,0,33,1,7,0,0,1,3.2857142857142856,55.0,0,1,0,55.0,3.0,-1.2857142857142856,1,1,1,1,True
Enda Stevens,5,1,33,15,3,0,0,0,2.857142857142857,55.0,0,1,1,55.0,3.0,2.142857142857143,1,1,1,1,True
Vicente Guaita,2,0,33,6,9,0,1,0,3.7142857142857144,50.0,1,0,3,50.0,3.0,-1.7142857142857144,2,2,2,2,False
Seamus Coleman,7,1,33,7,1,0,0,0,2.2857142857142856,50.0,1,0,1,50.0,3.0,4.714285714285714,0,1,1,1,False
Gabriel Magalhães,0,1,33,1,7,0,0,0,2.0,50.0,0,1,1,50.0,2.0,-2.0,1,1,1,1,True
Abdoulaye Doucouré,0,0,33,7,1,0,0,1,1.5714285714285714,55.0,1,0,0,55.0,2.0,-1.5714285714285714,0,1,1,1,False
César Azpilicueta,6,1,33,5,19,0,0,0,2.4285714285714284,60.0,1,0,1,60.0,3.0,3.5714285714285716,1,2,2,2,False
Joelinton Cássio Apolinário de Lira,1,0,33,14,11,1,0,0,2.857142857142857,60.0,1,0,2,60.0,3.0,-1.8571428571428572,0,2,2,2,False
Trent Alexander-Arnold,2,1,33,11,14,0,0,0,4.714285714285714,75.0,0,1,1,75.0,3.0,-2.7142857142857144,2,1,1,1,True
Emiliano Martínez,2,0,33,2,18,0,1,0,3.857142857142857,45.0,0,1,3,45.0,3.0,-1.8571428571428572,3,0,0,0,True
Oliver Norwood,3,0,33,15,3,0,0,1,1.2857142857142858,50.0,0,1,0,50.0,2.0,1.7142857142857142,1,1,1,1,True
Kalvin Phillips,3,0,33,9,13,0,0,1,2.142857142857143,50.0,0,1,0,50.0,2.0,0.8571428571428572,0,3,3,3,True
Joseph Willock,6,0,33,14,11,0,0,1,3.857142857142857,50.0,1,0,0,50.0,3.0,2.142857142857143,0,2,2,2,False
Mohamed Salah,9,0,33,11,14,0,0,1,8.0,120.0,0,1,0,120.0,3.0,1.0,2,1,1,1,True
Jairo Riedewald,1,0,33,6,9,0,0,1,0.7142857142857143,45.0,1,0,0,45.0,1.0,0.2857142857142857,2,2,2,2,False
Karl Darlow,0,0,33,14,11,0,1,0,2.4285714285714284,50.0,1,0,3,50.0,3.0,-2.4285714285714284,0,2,2,2,False
Jeffrey Schlupp,1,0,33,6,9,0,0,1,1.4285714285714286,55.0,1,0,0,55.0,2.0,-0.4285714285714286,2,2,2,2,False
Luka Milivojevic,2,0,33,6,9,0,0,1,1.2857142857142858,60.0,1,0,0,60.0,2.0,0.7142857142857142,2,2,2,2,False
Harvey Barnes,0,0,33,10,6,0,0,1,2.2857142857142856,70.0,0,1,0,70.0,3.0,-2.2857142857142856,3,1,1,1,True
Jorge Luiz Frello Filho,3,0,33,5,19,0,0,1,2.7142857142857144,50.0,1,0,0,50.0,3.0,0.2857142857142856,1,2,2,2,False
Darnell Furlong,1,1,33,18,2,0,0,0,2.2857142857142856,45.0,1,0,1,45.0,3.0,-1.2857142857142856,1,1,1,1,False
Emile Smith Rowe,2,0,33,1,7,0,0,1,2.7142857142857144,45.0,0,1,0,45.0,3.0,-0.7142857142857144,1,1,1,1,True
Roberto Firmino,2,0,33,11,14,1,0,0,4.142857142857143,95.0,0,1,2,95.0,3.0,-2.1428571428571432,2,1,1,1,True
Declan Rice,0,0,33,19,5,0,0,1,2.7142857142857144,50.0,0,1,0,50.0,3.0,-2.7142857142857144,0,2,2,2,True
Marcos Alonso,0,1,33,5,19,0,0,0,0.0,60.0,1,0,1,60.0,0.0,0.0,1,2,2,2,False
Reece James,1,1,33,5,19,0,0,0,1.0,50.0,1,0,1,50.0,2.0,0.0,1,2,2,2,False
Jacob Murphy,2,0,33,14,11,0,0,1,1.4285714285714286,50.0,1,0,0,50.0,2.0,0.5714285714285714,0,2,2,2,False
Miguel Almirón,2,0,33,14,11,0,0,1,3.142857142857143,60.0,1,0,0,60.0,3.0,-1.1428571428571428,0,2,2,2,False
Eberechi Eze,7,0,33,6,9,0,0,1,3.4285714285714284,60.0,1,0,0,60.0,3.0,3.5714285714285716,2,2,2,2,False
Mateusz Klich,1,0,33,9,13,0,0,1,3.4285714285714284,55.0,0,1,0,55.0,3.0,-2.4285714285714284,0,3,3,3,True
Benjamin Chilwell,12,1,33,5,19,0,0,0,3.857142857142857,55.0,1,0,1,55.0,3.0,8.142857142857142,1,2,2,2,False
Allan Saint-Maximin,2,0,33,14,11,0,0,1,1.8571428571428572,55.0,1,0,0,55.0,2.0,0.1428571428571428,0,2,2,2,False
David McGoldrick,8,0,33,15,3,1,0,0,2.5714285714285716,55.0,0,1,2,55.0,3.0,5.428571428571429,1,1,1,1,True
Lukasz Fabianski,3,0,33,19,5,0,1,0,4.0,50.0,0,1,3,50.0,3.0,-1.0,0,2,2,2,True
Fabio Henrique Tavares,1,0,33,11,14,0,0,1,2.0,55.0,0,1,0,55.0,2.0,-1.0,2,1,1,1,True
Çaglar Söyüncü,2,1,33,10,6,0,0,0,3.0,55.0,0,1,1,55.0,3.0,-1.0,3,1,1,1,True
Kieran Tierney,0,1,33,1,7,0,0,0,2.4285714285714284,55.0,0,1,1,55.0,3.0,-2.4285714285714284,1,1,1,1,True
Rob Holding,2,1,33,1,7,0,0,0,3.4285714285714284,45.0,0,1,1,45.0,3.0,-1.4285714285714284,1,1,1,1,True
Yerry Mina,1,1,33,7,1,0,0,0,1.8571428571428572,55.0,1,0,1,55.0,2.0,-0.8571428571428572,0,1,1,1,False
John Egan,7,1,33,15,3,0,0,0,3.5714285714285716,50.0,0,1,1,50.0,3.0,3.4285714285714284,1,1,1,1,True
Mason Mount,3,0,33,5,19,0,0,1,2.142857142857143,70.0,1,0,0,70.0,2.0,0.8571428571428572,1,2,2,2,False
Timo Werner,5,0,33,5,19,1,0,0,2.0,95.0,1,0,2,95.0,2.0,3.0,1,2,2,2,False
Patrick van Aanholt,1,1,33,6,9,0,0,0,0.14285714285714285,55.0,1,0,1,55.0,1.0,0.8571428571428572,2,2,2,2,False
Ainsley Maitland-Niles,5,1,33,18,2,0,0,0,2.857142857142857,50.0,1,0,1,50.0,3.0,2.142857142857143,1,1,1,1,False
Aaron Cresswell,0,1,33,19,5,0,0,0,1.5714285714285714,50.0,0,1,1,50.0,2.0,-1.5714285714285714,0,2,2,2,True
Joel Ward,1,1,33,6,9,0,0,0,1.1428571428571428,45.0,1,0,1,45.0,2.0,-0.1428571428571428,2,2,2,2,False
Kelechi Iheanacho,12,0,33,10,6,1,0,0,3.2857142857142856,60.0,0,1,2,60.0,3.0,8.714285714285715,3,1,1,1,True
Callum Hudson-Odoi,0,0,33,5,19,0,0,1,1.2857142857142858,60.0,1,0,0,60.0,2.0,-1.2857142857142858,1,2,2,2,False
Aaron Ramsdale,9,0,33,15,3,0,1,0,3.2857142857142856,50.0,0,1,3,50.0,3.0,5.714285714285714,1,1,1,1,True
Daniel Ceballos Fernández,2,0,33,1,7,0,0,1,1.2857142857142858,50.0,0,1,0,50.0,2.0,0.7142857142857142,1,1,1,1,True
Hakim Ziyech,1,0,33,5,19,0,0,1,0.2857142857142857,80.0,1,0,0,80.0,1.0,0.7142857142857143,1,2,2,2,False
Conor Coady,2,1,34,20,18,0,0,0,4.285714285714286,50.0,1,0,1,50.0,3.0,-2.2857142857142856,3,0,0,0,False
Nicolas Pépé,1,0,34,1,14,0,0,1,5.714285714285714,80.0,1,0,0,80.0,3.0,-4.714285714285714,2,1,1,1,False
Bernd Leno,0,0,34,1,14,0,1,0,4.285714285714286,50.0,1,0,3,50.0,3.0,-4.285714285714286,2,1,1,1,False
Rui Pedro dos Santos Patrício,2,0,34,20,18,0,1,0,4.428571428571429,55.0,1,0,3,55.0,3.0,-2.428571428571429,3,0,0,0,False
Hélder Wander Sousa de Azevedo e Costa,0,0,34,9,3,0,0,1,0.5714285714285714,55.0,1,0,0,55.0,1.0,-0.5714285714285714,1,1,1,1,False
Stuart Dallas,1,1,34,9,3,0,0,0,4.428571428571429,45.0,1,0,1,45.0,3.0,-3.428571428571429,1,1,1,1,False
Lewis Dunk,8,1,34,3,10,0,0,0,4.714285714285714,50.0,0,1,1,50.0,3.0,3.2857142857142856,2,2,2,2,True
Pierre-Emerick Aubameyang,12,0,34,1,14,0,0,1,5.714285714285714,120.0,1,0,0,120.0,3.0,6.285714285714286,2,1,1,1,False
Illan Meslier,2,0,34,9,3,0,1,0,4.142857142857143,45.0,1,0,3,45.0,3.0,-2.1428571428571432,1,1,1,1,False
Sam Johnstone,7,0,34,18,20,0,1,0,5.571428571428571,45.0,0,1,3,45.0,3.0,1.4285714285714288,2,0,0,0,True
Federico Fernández,0,1,34,14,1,0,0,0,0.0,50.0,0,1,1,50.0,0.0,0.0,0,1,1,1,True
John Egan,-1,1,34,15,17,0,0,0,0.5714285714285714,50.0,1,0,1,50.0,1.0,-1.5714285714285714,0,2,2,2,False
Jack Harrison,2,0,34,9,3,0,0,1,5.285714285714286,55.0,1,0,0,55.0,3.0,-3.2857142857142856,1,1,1,1,False
Romain Saïss,2,1,34,20,18,0,0,0,5.714285714285714,50.0,1,0,1,50.0,3.0,-3.7142857142857144,3,0,0,0,False
Youri Tielemans,2,0,34,10,16,0,0,1,5.142857142857143,65.0,1,0,0,65.0,3.0,-3.1428571428571432,3,1,1,1,False
James Ward-Prowse,10,0,34,16,9,0,0,1,5.571428571428571,60.0,0,1,0,60.0,3.0,4.428571428571429,2,2,2,2,True
Emiliano Martínez,2,0,34,2,7,0,1,0,6.428571428571429,45.0,1,0,3,45.0,3.0,-4.428571428571429,1,1,1,1,False
Matt Ritchie,2,0,34,14,1,0,0,1,0.2857142857142857,50.0,0,1,0,50.0,1.0,1.7142857142857144,0,1,1,1,True
Ezgjan Alioski,1,1,34,9,3,0,0,0,4.571428571428571,45.0,1,0,1,45.0,3.0,-3.571428571428571,1,1,1,1,False
Eberechi Eze,2,0,34,6,12,0,0,1,2.2857142857142856,60.0,0,1,0,60.0,3.0,-0.2857142857142856,0,3,3,3,True
James Maddison,2,0,34,10,16,0,0,1,4.142857142857143,70.0,1,0,0,70.0,3.0,-2.1428571428571432,3,1,1,1,False
Che Adams,2,0,34,16,9,1,0,0,3.4285714285714284,60.0,0,1,2,60.0,3.0,-1.4285714285714284,2,2,2,2,True
Aaron Ramsdale,2,0,34,15,17,0,1,0,2.4285714285714284,50.0,1,0,3,50.0,3.0,-0.4285714285714284,0,2,2,2,False
Ben Osborn,2,0,34,15,17,0,0,1,2.4285714285714284,50.0,1,0,0,50.0,3.0,-0.4285714285714284,0,2,2,2,False
Abdoulaye Doucouré,0,0,34,7,2,0,0,1,1.2857142857142858,55.0,0,1,0,55.0,2.0,-1.2857142857142858,1,1,1,1,True
Daniel Ceballos Fernández,3,0,34,1,14,0,0,1,1.2857142857142858,50.0,1,0,0,50.0,2.0,1.7142857142857142,2,1,1,1,False
Gary Cahill,0,1,34,6,12,0,0,0,1.2857142857142858,45.0,0,1,1,45.0,2.0,-1.2857142857142858,0,3,3,3,True
Nathan Redmond,2,0,34,16,9,0,0,1,1.8571428571428572,65.0,0,1,0,65.0,2.0,0.1428571428571428,2,2,2,2,True
Jannik Vestergaard,-2,1,34,16,9,0,0,0,2.4285714285714284,45.0,0,1,1,45.0,3.0,-4.428571428571429,2,2,2,2,True
Darnell Furlong,1,1,34,18,20,0,0,0,3.2857142857142856,45.0,0,1,1,45.0,3.0,-2.2857142857142856,2,0,0,0,True
Ryan Bertrand,0,1,34,16,9,0,0,0,1.1428571428571428,50.0,0,1,1,50.0,2.0,-1.1428571428571428,2,2,2,2,True
Jordan Ayew,1,0,34,6,12,1,0,0,1.8571428571428572,60.0,0,1,2,60.0,2.0,-0.8571428571428572,0,3,3,3,True
Harvey Barnes,0,0,34,10,16,0,0,1,2.5714285714285716,70.0,1,0,0,70.0,3.0,-2.5714285714285716,3,1,1,1,False
Jan Bednarek,2,1,34,16,9,0,0,0,1.4285714285714286,45.0,0,1,1,45.0,2.0,0.5714285714285714,2,2,2,2,True
Max Kilman,1,1,34,20,18,0,0,0,1.5714285714285714,40.0,1,0,1,40.0,2.0,-0.5714285714285714,3,0,0,0,False
Kieran Tierney,0,1,34,1,14,0,0,0,3.2857142857142856,55.0,1,0,1,55.0,3.0,-3.2857142857142856,2,1,1,1,False
Luke Ayling,0,1,34,9,3,0,0,0,3.2857142857142856,45.0,1,0,1,45.0,3.0,-3.2857142857142856,1,1,1,1,False
Christian Benteke,2,0,34,6,12,1,0,0,1.8571428571428572,55.0,0,1,2,55.0,2.0,0.1428571428571428,0,3,3,3,True
Dan Burn,6,1,34,3,10,0,0,0,3.2857142857142856,45.0,0,1,1,45.0,3.0,2.7142857142857144,2,2,2,2,True
Wilfried Zaha,2,0,34,6,12,0,0,1,3.4285714285714284,70.0,0,1,0,70.0,3.0,-1.4285714285714284,0,3,3,3,True
Jamie Vardy,2,0,34,10,16,1,0,0,2.4285714285714284,100.0,1,0,2,100.0,3.0,-0.4285714285714284,3,1,1,1,False
Bukayo Saka,0,0,34,1,14,0,0,1,2.2857142857142856,55.0,1,0,0,55.0,3.0,-2.2857142857142856,2,1,1,1,False
Allan Saint-Maximin,2,0,34,14,1,0,0,1,2.2857142857142856,55.0,0,1,0,55.0,3.0,-0.2857142857142856,0,1,1,1,True
Liam Cooper,0,1,34,9,3,0,0,0,0.7142857142857143,45.0,1,0,1,45.0,1.0,-0.7142857142857143,1,1,1,1,False
Granit Xhaka,2,0,34,1,14,0,0,1,2.4285714285714284,55.0,1,0,0,55.0,3.0,-0.4285714285714284,2,1,1,1,False
Matheus Pereira,2,0,34,18,20,0,0,1,3.5714285714285716,60.0,0,1,0,60.0,3.0,-1.5714285714285716,2,0,0,0,True
George Baldock,0,1,34,15,17,0,0,0,0.7142857142857143,55.0,1,0,1,55.0,1.0,-0.7142857142857143,0,2,2,2,False
Pedro Lomba Neto,0,0,34,20,18,0,0,1,2.4285714285714284,55.0,1,0,0,55.0,3.0,-2.4285714285714284,3,0,0,0,False
Joseph Willock,0,0,34,14,1,0,0,1,1.8571428571428572,50.0,0,1,0,50.0,2.0,-1.8571428571428572,0,1,1,1,True
James Justin,0,1,34,10,16,0,0,0,1.5714285714285714,45.0,1,0,1,45.0,2.0,-1.5714285714285714,3,1,1,1,False
Luka Milivojevic,1,0,34,6,12,0,0,1,1.4285714285714286,60.0,0,1,0,60.0,2.0,-0.4285714285714286,0,3,3,3,True
André-Frank Zambo Anguissa,2,0,34,8,5,0,0,1,1.5714285714285714,45.0,1,0,0,45.0,2.0,0.4285714285714286,0,2,2,2,False
Emile Smith Rowe,0,0,34,1,14,0,0,1,2.4285714285714284,45.0,1,0,0,45.0,3.0,-2.4285714285714284,2,1,1,1,False
Rob Holding,0,1,34,1,14,0,0,0,3.5714285714285716,45.0,1,0,1,45.0,3.0,-3.5714285714285716,2,1,1,1,False
Jairo Riedewald,1,0,34,6,12,0,0,1,0.7142857142857143,45.0,0,1,0,45.0,1.0,0.2857142857142857,0,3,3,3,True
Alexandre Lacazette,0,0,34,1,14,1,0,0,1.8571428571428572,85.0,1,0,2,85.0,2.0,-1.8571428571428572,2,1,1,1,False
Jacob Murphy,2,0,34,14,1,0,0,1,1.8571428571428572,50.0,0,1,0,50.0,2.0,0.1428571428571428,0,1,1,1,True
Miguel Almirón,1,0,34,14,1,0,0,1,3.5714285714285716,60.0,0,1,0,60.0,3.0,-2.5714285714285716,0,1,1,1,True
Kyle Walker-Peters,2,1,34,16,9,0,0,0,0.8571428571428571,45.0,0,1,1,45.0,2.0,1.1428571428571428,2,2,2,2,True
Jordan Pickford,2,0,34,7,2,0,1,0,1.8571428571428572,50.0,0,1,3,50.0,2.0,0.1428571428571428,1,1,1,1,True
Gabriel Magalhães,6,1,34,1,14,0,0,0,3.142857142857143,50.0,1,0,1,50.0,3.0,2.857142857142857,2,1,1,1,False
Theo Walcott,0,0,34,16,9,0,0,1,2.857142857142857,60.0,0,1,0,60.0,3.0,-2.857142857142857,2,2,2,2,True
Callum Wilson,2,0,34,14,1,1,0,0,3.0,65.0,0,1,2,65.0,3.0,-1.0,0,1,1,1,True
Joël Veltman,6,1,34,3,10,0,0,0,3.0,45.0,0,1,1,45.0,3.0,3.0,2,2,2,2,True
Aleksandar Mitrović,1,0,34,8,5,1,0,0,1.7142857142857142,60.0,1,0,2,60.0,2.0,-0.7142857142857142,0,2,2,2,False
Willy Boly,0,1,34,20,18,0,0,0,2.857142857142857,55.0,1,0,1,55.0,3.0,-2.857142857142857,3,0,0,0,False
Timothy Castagne,2,1,34,10,16,0,0,0,3.0,55.0,1,0,1,55.0,3.0,-1.0,3,1,1,1,False
Tyrick Mitchell,1,1,34,6,12,0,0,0,1.0,40.0,0,1,1,40.0,2.0,0.0,0,3,3,3,True
Fabio Silva,8,0,34,20,18,1,0,0,2.857142857142857,55.0,1,0,2,55.0,3.0,5.142857142857142,3,0,0,0,False
Rúben Diogo da Silva Neves,2,0,34,20,18,0,0,1,1.7142857142857142,55.0,1,0,0,55.0,2.0,0.2857142857142858,3,0,0,0,False
Adam Webster,6,1,34,3,10,0,0,0,2.857142857142857,45.0,0,1,1,45.0,3.0,3.142857142857143,2,2,2,2,True
Oluwasemilogo Adesewo Ibidapo Ajayi,2,1,34,18,20,0,0,0,2.142857142857143,50.0,0,1,1,50.0,2.0,-0.1428571428571428,2,0,0,0,True
Kyle Bartley,2,1,34,18,20,0,0,0,3.0,45.0,0,1,1,45.0,3.0,-1.0,2,0,0,0,True
Jeffrey Schlupp,1,0,34,6,12,0,0,1,3.0,55.0,0,1,0,55.0,3.0,-2.0,0,3,3,3,True
Adam Lallana,0,0,34,3,10,0,0,1,1.7142857142857142,65.0,0,1,0,65.0,2.0,-1.7142857142857142,2,2,2,2,True
John Fleck,2,0,34,15,17,0,0,1,1.4285714285714286,60.0,1,0,0,60.0,2.0,0.5714285714285714,0,2,2,2,False
Mateusz Klich,2,0,34,9,3,0,0,1,3.0,55.0,1,0,0,55.0,3.0,-1.0,1,1,1,1,False
Pascal Struijk,1,1,34,9,3,0,0,0,2.857142857142857,40.0,1,0,1,40.0,3.0,-1.8571428571428572,1,1,1,1,False
Lucas Digne,7,1,34,7,2,0,0,0,2.7142857142857144,60.0,0,1,1,60.0,3.0,4.285714285714286,1,1,1,1,True
Seamus Coleman,1,1,34,7,2,0,0,0,2.7142857142857144,50.0,0,1,1,50.0,3.0,-1.7142857142857144,1,1,1,1,True
Alex Iwobi,2,0,34,7,2,0,0,1,1.7142857142857142,60.0,0,1,0,60.0,2.0,0.2857142857142858,1,1,1,1,True
Richarlison de Andrade,2,0,34,7,2,1,0,0,3.142857142857143,80.0,0,1,2,80.0,3.0,-1.1428571428571428,1,1,1,1,True
Joelinton Cássio Apolinário de Lira,1,0,34,14,1,1,0,0,1.0,60.0,0,1,2,60.0,2.0,0.0,0,1,1,1,True
Kasper Schmeichel,2,0,34,10,16,0,1,0,2.5714285714285716,55.0,1,0,3,55.0,3.0,-0.5714285714285716,3,1,1,1,False
Adama Traoré,2,0,34,20,18,0,0,1,3.142857142857143,65.0,1,0,0,65.0,3.0,-1.1428571428571428,3,0,0,0,False
Rodrigo Moreno,1,0,34,9,3,1,0,0,3.142857142857143,60.0,1,0,2,60.0,3.0,-2.142857142857143,1,1,1,1,False
